Inv_index,Duration,from,to,status,Inv_Line_Length_km,Inv_Technology,Capacity_MW,Voltage_kV,Inv_Element.type,Project_Country_ISO3,Project_N_Countries,Project_Region,Project_Jurisdiction,Infr_Type,Inv_Element_Category,Inv_Environment,Covid19,NewDirective
1940,2.0,2,2,0,249.0,DC,700.0,525.0,OffshoreDCTransmissionCable,DNK;NOR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1942,2.0,4,4,0,1.0,AC,0.0,380.0,Transformer,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1943,2.0,1,1,0,810.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1944,2.0,2,2,0,72.4,AC,0.0,380.0,ACTransmissionLine,DEU;LUX,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1945,2.0,1,2,1,940.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DZA;ITA;TUN,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1946,2.0,1,2,1,590.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DZA;ITA;TUN,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1947,2.0,1,2,1,600.0,AC,0.0,400.0,ACTransmissionLine,DZA;ITA;TUN,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1948,2.0,1,2,1,500.0,AC,0.0,400.0,ACTransmissionLine,DZA;ITA;TUN,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1953,2.0,1,2,1,50.0,AC,0.0,330.0,ACTransmissionLine,LTU;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1954,2.0,1,2,1,65.0,AC,0.0,330.0,ACTransmissionLine,LTU;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1955,2.0,1,1,0,1.0,AC,0.0,220.0,PhaseShiftingTransformer,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1956,2.0,1,1,0,1.0,AC,0.0,220.0,PhaseShiftingTransformer,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1957,2.0,1,1,0,700.0,DC,2091.0,525.0,DCTransmissionLine,ESP;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1958,2.0,1,1,0,800.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;EST;LVA,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1960,2.0,1,1,0,30.0,DC,2000.0,525.0,DCTransmissionLine,DEU;NLD,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1962,2.0,2,2,0,80.0,AC,0.0,400.0,ACTransmissionLine,CHE;ITA,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1963,2.0,1,1,0,100.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1964,2.0,1,1,0,1000.0,DC,3000.0,525.0,Subsea Cable,DEU;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1965,2.0,4,5,1,0.0,AC,0.0,400.0,OnshoreSubstation,PRT,1.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,1,1
1966,2.0,1,6,2,0.0,AC,0.0,220.0,ReactiveCompensationDevice,EST;LVA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1967,2.0,1,2,1,170.0,AC,0.0,330.0,ACTransmissionLine,LTU;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1968,2.0,1,2,1,72.0,AC,0.0,330.0,ACTransmissionLine,LTU;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1969,2.0,1,2,1,0.0,AC,0.0,330.0,OnshoreSubstation,LTU;LVA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1970,2.0,1,6,2,0.0,AC,0.0,330.0,ReactiveCompensationDevice,LTU;LVA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1971,2.0,1,2,1,0.0,AC,0.0,330.0,ReactiveCompensationDevice,LTU;LVA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1972,2.0,1,1,0,310.0,DC,2000.0,1050.0,OffshoreDCTransmissionCable,BEL,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1973,2.0,1,1,0,503.0,DC,2000.0,1050.0,OffshoreDCTransmissionCable,BEL;NLD,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1974,2.0,2,2,0,20.0,AC,0.0,380.0,ACTransmissionLine,DEU;LUX,2.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1975,2.0,2,2,0,0.0,AC,0.0,380.0,OnshoreSubstation,DEU;LUX,2.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,1,1
1976,2.0,1,2,1,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LVA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1977,2.0,1,2,1,0.0,AC,0.0,330.0,OnshoreSubstation,LTU;LVA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1978,2.0,1,2,1,40.0,AC,0.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1979,2.0,2,2,0,0.0,AC,0.0,330.0,OnshoreSubstation,EST;FIN,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1980,2.0,1,1,0,0.0,AC,0.0,0.0,OffshoreDCTransmissionCable,PRT,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1981,2.0,1,1,0,0.0,DC,1200.0,320.0,OnshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1983,2.0,2,2,0,258.8,AC,0.0,400.0,ACTransmissionLine,MDA;ROU,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1984,2.0,2,2,0,523.0,DC,2000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1985,2.0,2,2,0,461.0,DC,2000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1986,2.0,1,1,0,238.0,DC,2500.0,525.0,DCTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1987,2.0,1,1,0,830.0,DC,2500.0,525.0,DCTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1988,2.0,2,2,0,170.0,AC,0.0,400.0,ACTransmissionLine,ALB;GRC,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1989,2.0,1,1,0,0.0,AC,0.0,0.0,OffshoreDCTransmissionCable,PRT,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1991,2.0,1,1,0,4800.0,DC,3600.0,525.0,OffshoreDCTransmissionCable,DEU;MAR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1992,2.0,1,1,0,654.0,DC,500.0,320.0,OffshoreDCTransmissionCable,MLT;TUN,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1993,2.0,1,1,0,4.0,AC,0.0,220.0,OnshoreACTransmissionCable,MLT;TUN,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1994,2.0,1,1,0,1400.0,DC,3000.0,525.0,DCTransmissionLine,DEU;GRC,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1996,2.0,2,2,0,0.0,AC,0.0,400.0,OnshoreSubstation,GRC,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1997,2.0,2,2,0,65.0,AC,0.0,400.0,ACTransmissionLine,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1998,2.0,1,1,0,0.0,AC,0.0,0.0,OffshoreDCTransmissionCable,PRT,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1999,2.0,1,1,0,0.0,AC,0.0,0.0,OffshoreDCTransmissionCable,PRT,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
2000,2.0,1,6,2,0.0,AC,0.0,0.0,OffshoreACTransmissionCable,PRT,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
2001,2.0,1,1,0,16.0,AC,0.0,380.0,ACTransmissionLine,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,1,1
2002,2.0,1,1,0,42.0,AC,0.0,380.0,ACTransmissionLine,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,1,1
2003,2.0,1,1,0,586.0,DC,2500.0,525.0,DCTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
2004,2.0,3,3,0,73.0,AC,0.0,220.0,ACTransmissionLine,AUT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
2006,2.0,1,1,0,0.0,AC,0.0,0.0,OffshoreDCTransmissionCable,PRT,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
2007,2.0,1,1,0,51.057,AC,0.0,400.0,ACTransmissionLine,HUN;SVK,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
2008,2.0,1,1,0,344.0,DC,2500.0,525.0,DCTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
2011,2.0,1,6,2,153.0,AC,0.0,400.0,ACTransmissionLine,BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK,8.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
2013,2.0,1,6,2,161.0,AC,0.0,400.0,ACTransmissionLine,BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK,8.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
2014,2.0,1,6,2,153.0,AC,0.0,400.0,ACTransmissionLine,BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK,8.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
2015,2.0,1,6,2,147.0,AC,0.0,400.0,ACTransmissionLine,BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK,8.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
2016,2.0,1,6,2,0.0,AC,0.0,400.0,ACTransmissionLine,BGR;CZE;GRC;HUN;MKD;POL;ROU;SVK,8.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
2017,2.0,3,3,0,52.0,AC,0.0,400.0,ACTransmissionLine,SVK;UKR,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
2018,2.0,2,2,0,0.0,AC,0.0,400.0,OnshoreSubstation,SVK;UKR,2.0,Extra-EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,1
2019,2.0,2,2,0,1.0,AC,0.0,400.0,OnshoreSubstation,SVK;UKR,2.0,Extra-EU,Cross-border,Upgrade,Nodal Infrastructure,Onshore,1,1
2020,2.0,2,2,0,47.0,AC,0.0,400.0,ACTransmissionLine,SVK;UKR,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
2021,2.0,2,2,0,23.0,AC,0.0,400.0,ACTransmissionLine,SVK;UKR,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
2022,2.0,2,2,0,130.0,AC,0.0,400.0,ACTransmissionLine,ROU;UKR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
2023,2.0,1,1,0,1.0,DC,1200.0,320.0,DCTransmissionLine,FRA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
2024,2.0,1,1,0,80.0,AC,0.0,400.0,ACTransmissionLine,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
