Inv_index,Duration,from,to,status,Inv_Line_Length_km,Inv_Technology,Capacity_MW,Voltage_kV,Inv_Element.type,Project_Country_ISO3,Project_N_Countries,Project_Region,Project_Jurisdiction,Infr_Type,Inv_Element_Category,Inv_Environment,Covid19,NewDirective
779,2.0,3,4,1,126.441,AC,0.0,400.0,ACTransmissionLine,PRT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
779,2.0,4,5,1,126.441,AC,0.0,400.0,ACTransmissionLine,PRT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
780,8.0,2,3,1,0.0,AC,0.0,400.0,OnshoreSubstation,PRT,1.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,1,0
781,6.0,1,6,2,500.0,AC,3000.0,400.0,Subsea Cable,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
782,6.0,1,6,2,500.0,AC,3000.0,400.0,Subsea Cable,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
786,1.0,1,6,2,,,,,,SWE,1.0,EU,Internal,,,,0,0
787,1.0,1,6,2,,,,,,SWE,1.0,EU,Internal,,,,0,0
788,1.0,1,6,2,,,,,,SWE,1.0,EU,Internal,,,,0,0
795,3.0,3,4,1,,,,,,CHE,1.0,Extra-EU,Internal,,,,0,0
795,3.0,4,5,1,,,,,,CHE,1.0,Extra-EU,Internal,,,,0,0
796,4.0,3,4,1,,AC,1200.0,400.0,Substation,POL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
796,2.0,4,5,1,,AC,1200.0,400.0,Substation,POL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,1
799,1.0,3,4,1,,,300.0,400.0,Phase Shift Transformer,POL,1.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
799,1.0,4,5,1,,,300.0,400.0,Phase Shift Transformer,POL,1.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
800,6.0,2,3,1,86.0,AC,0.0,400.0,ACTransmissionLine,BGR;ROU,2.0,EU,Internal,New,Cable/Line,Onshore,0,0
800,2.0,3,4,1,86.0,AC,0.0,400.0,ACTransmissionLine,BGR;ROU,2.0,EU,Internal,New,Cable/Line,Onshore,0,1
800,2.0,4,5,1,86.0,AC,0.0,400.0,ACTransmissionLine,BGR;ROU,2.0,EU,Internal,New,Cable/Line,Onshore,1,1
801,3.0,1,2,1,156.0,AC,1000.0,400.0,Overhead Line,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
801,3.0,2,3,1,156.0,AC,1000.0,400.0,Overhead Line,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
801,2.0,3,6,2,156.0,AC,1000.0,400.0,Overhead Line,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
806,1.0,1,6,2,,,,,,SWE,1.0,EU,Internal,,,,0,0
809,4.0,1,6,2,,,,,,GBR;IRL,2.0,Extra-EU,Cross-border,,,,0,0
810,4.0,3,4,1,575.0,DC,700.0,320.0,OffshoreDCTransmissionCable,FRA;IRL,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
810,2.0,4,4,0,575.0,DC,700.0,320.0,OffshoreDCTransmissionCable,FRA;IRL,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
811,3.0,2,6,2,,,,,,ROU,1.0,EU,Internal,,,,0,0
812,3.0,2,6,2,,,,,,ROU,1.0,EU,Internal,,,,0,0
813,1.0,2,6,2,,,,,,ROU,1.0,EU,Internal,,,,0,0
886,1.0,2,3,1,60.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
886,5.0,3,4,1,60.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
886,4.0,4,5,1,60.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
889,1.0,3,4,1,,,500.0,400.0,Phase Shift Transformer,CZE,1.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
889,3.0,4,5,1,,,500.0,400.0,Phase Shift Transformer,CZE,1.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
894,4.0,1,6,2,65.0,AC,0.0,380.0,Overhead Line,AUT;ISL;ITA;NLD,4.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
896,8.0,2,6,2,58.0,AC,500.0,275.0,ACTransmissionLine,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
897,8.0,2,6,2,61.0,AC,500.0,275.0,ACTransmissionLine,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
912,2.0,1,6,2,,,0.0,400.0,Substation,ALB;SRB;BGR;GRC;MKD,5.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,0,0
914,4.0,3,6,2,35.0,AC,500.0,380.0,Overhead Line,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
922,4.0,2,6,2,22.0,AC,300.0,380.0,Overhead Line,ITA,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
923,4.0,2,6,2,39.0,AC,300.0,380.0,Overhead Line,ITA,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
924,2.0,2,6,2,,,,,,ITA,1.0,EU,Internal,,,,0,0
927,6.0,1,6,2,310.0,AC,1415.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
928,1.0,1,2,1,184.0,AC,1220.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
928,3.0,2,6,2,184.0,AC,1220.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
929,6.0,1,6,2,60.0,AC,1320.0,400.0,Overhead Line,,,Unknown,Internal,New,Cable/Line,Onshore,0,0
932,4.0,3,6,2,,,1000.0,400.0,Substation,ITA,1.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,0,0
933,4.0,1,6,2,100.0,AC,1800.0,380.0,Underground Cable,BEL;ISL,2.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
934,8.0,1,2,1,140.0,DC,1400.0,1050.0,OffshoreDCTransmissionCable,BEL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,0
934,4.0,2,2,0,140.0,DC,1400.0,1050.0,OffshoreDCTransmissionCable,BEL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
935,2.0,1,2,1,110.0,AC,4482.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
935,4.0,2,6,2,110.0,AC,4482.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
936,1.0,3,6,2,,,,,,GRC,1.0,EU,Internal,,,,0,0
937,2.0,1,6,2,,,,,,DEU,1.0,EU,Internal,,,,0,0
939,2.0,2,3,1,60.0,AC,3336.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
939,4.0,3,4,1,60.0,AC,3336.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
939,2.0,4,6,2,60.0,AC,3336.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
940,1.0,1,2,1,25.0,AC,3336.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
940,5.0,2,6,2,25.0,AC,3336.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
941,2.0,2,3,1,,AC,890.0,400.0,Substation,PRT,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
941,4.0,3,6,2,,AC,890.0,400.0,Substation,PRT,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
943,4.0,1,6,2,255.0,DC,900.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
944,1.0,3,6,2,,,,,,GRC,1.0,EU,Internal,,,,0,0
945,2.0,1,6,2,,,,,,DEU,1.0,EU,Internal,,,,0,0
946,4.0,1,6,2,230.0,DC,900.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
947,2.0,1,6,2,,,,,,DEU,1.0,EU,Internal,,,,0,0
948,4.0,1,6,2,240.0,DC,900.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
949,1.0,2,6,2,,,,,,GRC,1.0,EU,Internal,,,,0,0
950,4.0,1,6,2,330.0,DC,900.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
951,2.0,1,6,2,,,,,,DEU,1.0,EU,Internal,,,,0,0
952,4.0,1,2,1,135.0,DC,900.0,320.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
952,2.0,2,6,2,135.0,DC,900.0,320.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
953,2.0,4,6,2,60.0,DC,900.0,320.0,Subsea Cable,,,Unknown,Internal,New,Cable/Line,Offshore,0,1
954,4.0,1,2,1,250.0,DC,900.0,320.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
954,2.0,2,6,2,250.0,DC,900.0,320.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
955,4.0,1,6,2,255.0,DC,900.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
956,4.0,1,6,2,770.0,DC,8000.0,500.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
958,4.0,1,6,2,770.0,DC,2000.0,500.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
969,4.0,1,6,2,360.0,DC,4000.0,500.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
970,4.0,1,6,2,500.0,DC,4000.0,500.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
971,1.0,2,6,2,,,,,,CYP;GRC,2.0,EU,Cross-border,,,,0,0
973,1.0,3,6,2,,,,,,GRC,1.0,EU,Internal,,,,0,0
979,1.0,3,6,2,,,,,,GRC,1.0,EU,Internal,,,,0,0
984,4.0,2,6,2,115.0,AC,400.0,380.0,Overhead Line,DEU,1.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
985,2.0,2,3,1,62.0,AC,400.0,380.0,Overhead Line,DEU,1.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
985,2.0,3,6,2,62.0,AC,400.0,380.0,Overhead Line,DEU,1.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
986,4.0,2,6,2,94.0,AC,2000.0,380.0,Overhead Line,AUT;DEU,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
987,1.0,2,3,1,220.0,DC,1250.0,320.0,OffshoreDCTransmissionCable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
987,11.0,3,3,0,220.0,DC,1250.0,320.0,OffshoreDCTransmissionCable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,0
988,1.0,1,2,1,,,,,,DEU;FRA,2.0,EU,Cross-border,,,,0,0
988,1.0,2,6,2,,,,,,DEU;FRA,2.0,EU,Cross-border,,,,0,0
989,1.0,1,2,1,,,,,,AUT;BEL;DEU;FRA,4.0,EU,Cross-border,,,,0,0
989,1.0,2,6,2,,,,,,AUT;BEL;DEU;FRA,4.0,EU,Cross-border,,,,0,0
990,6.0,2,6,2,158.0,AC,4310.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
992,1.0,2,3,1,,,1200.0,380.0,Phase Shift Transformer,DEU,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
995,2.0,1,2,1,300.0,DC,700.0,300.0,OffshoreDCTransmissionCable,DEU;SWE,2.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
995,2.0,2,3,1,300.0,DC,700.0,300.0,OffshoreDCTransmissionCable,DEU;SWE,2.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
996,1.0,2,6,2,,,,,,DEU,1.0,EU,Internal,,,,0,0
997,2.0,1,2,1,60.0,AC,0.0,380.0,ACTransmissionLine,AUT;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
997,2.0,2,3,1,60.0,AC,0.0,380.0,ACTransmissionLine,AUT;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
997,8.0,3,3,0,60.0,AC,0.0,380.0,ACTransmissionLine,AUT;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
998,1.0,1,2,1,770.0,DC,1400.0,515.0,OffshoreDCTransmissionCable,DNK;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
998,1.0,2,3,1,770.0,DC,1400.0,515.0,OffshoreDCTransmissionCable,DNK;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
998,4.0,3,4,1,770.0,DC,1400.0,515.0,OffshoreDCTransmissionCable,DNK;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
998,2.0,4,6,2,770.0,DC,1400.0,515.0,OffshoreDCTransmissionCable,DNK;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
999,4.0,1,6,2,275.0,AC,2700.0,400.0,Overhead Line,FRA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1000,6.0,1,6,2,200.0,DC,600.0,400.0,Subsea Cable,DNK,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
1001,1.0,3,6,2,335.0,DC,500.0,500.0,Subsea Cable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
1002,2.0,2,6,2,45.0,AC,0.0,400.0,Overhead Line,ALB;SRB;BGR;GRC;MKD,5.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1004,1.0,1,6,2,76.0,AC,200.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1004,4.0,1,6,2,76.0,AC,200.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1005,2.0,3,6,2,,DC,1000.0,320.0,Underground Cable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
1008,10.0,1,2,1,100.0,AC,0.0,400.0,ACTransmissionLine,BEL;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1008,2.0,2,2,0,100.0,AC,0.0,400.0,ACTransmissionLine,BEL;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1010,1.0,1,2,1,133.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1010,2.0,1,2,1,133.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1010,2.0,2,3,1,133.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,1
1010,2.0,3,4,1,133.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1010,2.0,4,5,1,133.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1011,1.0,1,2,1,60.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1011,2.0,1,2,1,60.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1011,2.0,2,3,1,60.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,1
1011,4.0,3,4,1,60.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1011,2.0,4,5,1,60.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1012,1.0,1,2,1,132.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1012,5.0,2,3,1,132.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1013,1.0,1,2,1,244.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1013,5.0,2,3,1,244.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1013,4.0,3,4,1,244.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1013,2.0,4,4,0,244.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1014,12.0,3,3,0,165.0,DC,1000.0,400.0,DCTransmissionLine,CHE;ITA,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
1016,8.0,1,6,2,170.0,DC,600.0,400.0,OffshoreDCTransmissionCable,DEU;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,0
1018,4.0,2,3,1,92.0,AC,0.0,380.0,ACTransmissionLine,DEU;DNK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1020,2.0,2,6,2,,DC,500.0,320.0,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1021,2.0,2,6,2,,DC,1000.0,320.0,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1024,2.0,1,6,2,,DC,1000.0,320.0,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1025,2.0,1,6,2,,DC,1000.0,320.0,Offshore Hub,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Offshore,0,0
1026,2.0,1,6,2,,DC,1000.0,320.0,Offshore Hub,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Offshore,0,0
1027,2.0,1,6,2,,DC,1000.0,320.0,Offshore Hub,IRL;GBR,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Offshore,0,0
1028,2.0,1,6,2,,DC,1000.0,320.0,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1029,2.0,1,6,2,,DC,1000.0,320.0,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1030,2.0,1,6,2,,DC,1000.0,320.0,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1031,2.0,1,6,2,,DC,1000.0,320.0,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1032,2.0,1,6,2,,DC,1000.0,320.0,Subsea Cable,IRL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1033,2.0,3,6,2,650.0,DC,1400.0,500.0,Subsea Cable,NOR,1.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1034,4.0,1,2,1,330.0,AC,700.0,220.0,OnshoreACTransmissionCable,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1034,2.0,2,3,1,330.0,AC,700.0,220.0,OnshoreACTransmissionCable,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1034,2.0,2,2,0,330.0,AC,700.0,220.0,OnshoreACTransmissionCable,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1035,2.0,2,3,1,0.0,AC,0.0,400.0,OnshoreSubstation,POL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1035,6.0,3,4,1,0.0,AC,0.0,400.0,OnshoreSubstation,POL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,0
1035,2.0,4,5,1,0.0,AC,0.0,400.0,OnshoreSubstation,POL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1036,2.0,4,5,1,0.0,AC,500.0,400.0,Substation,BEL,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1037,2.0,4,5,1,0.0,AC,500.0,400.0,Substation,LTU;POL,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1038,4.0,2,6,2,,DC,500.0,400.0,Substation,LTU,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1039,4.0,2,6,2,,AC,800.0,380.0,Substation,ITA,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1041,4.0,4,4,0,350.0,AC,0.0,220.0,ACTransmissionLine,ITA,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1042,1.0,3,6,2,270.0,DC,537.0,500.0,Subsea Cable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
1043,2.0,2,6,2,80.0,AC,1000.0,380.0,Overhead Line,AUT,1.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1045,2.0,3,4,1,10.0,AC,1000.0,380.0,Overhead Line,AUT;BEL,2.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1045,2.0,4,5,1,10.0,AC,1000.0,380.0,Overhead Line,AUT;BEL,2.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1048,2.0,1,6,2,,AC,,380.0,Overhead Line,AUT;BEL;ISL,3.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1049,1.0,1,6,2,40.0,AC,1000.0,220.0,Underground Cable,AUT;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1050,5.0,1,2,1,90.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1050,4.0,2,6,2,90.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1051,6.0,1,6,2,65.0,AC,400.0,400.0,Overhead Line,CHE;FRA,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1053,4.0,1,6,2,100.0,DC,1000.0,320.0,Underground Cable,BEL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1054,1.0,2,6,2,310.0,DC,1000.0,500.0,Subsea Cable,CYP;ISR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1062,2.0,3,4,1,15.0,AC,600.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1062,2.0,4,5,1,15.0,AC,600.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1063,4.0,1,6,2,12.0,AC,600.0,330.0,Overhead Line,EST;LVA;LTU;POL,4.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1064,4.0,1,6,2,88.0,AC,600.0,330.0,Overhead Line,LTU;LVA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1065,4.0,1,6,2,127.0,AC,600.0,330.0,Overhead Line,LTU;LVA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
1068,1.0,4,5,1,,AC,,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1070,1.0,3,4,1,34.0,AC,1420.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1070,1.0,4,5,1,34.0,AC,1420.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1071,2.0,3,6,2,35.0,AC,300.0,220.0,Underground Cable,AUT;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1075,2.0,3,4,1,55.0,AC,1095.0,400.0,Overhead Line,SRB;MNE;BIH,3.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1075,2.0,4,6,2,55.0,AC,1095.0,400.0,Overhead Line,SRB;MNE;BIH,3.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1076,2.0,3,4,1,,AC,1095.0,400.0,Substation,SRB;MNE;BIH,3.0,Extra-EU,Internal,Upgrade,Nodal Infrastructure,Onshore,0,0
1076,2.0,4,6,2,,AC,1095.0,400.0,Substation,SRB;MNE;BIH,3.0,Extra-EU,Internal,Upgrade,Nodal Infrastructure,Onshore,0,0
1082,6.0,1,6,2,1000.0,DC,0.0,500.0,Subsea Cable,GBR;ISL,2.0,Extra-EU,Internal,New,Cable/Line,Offshore,0,0
1099,1.0,1,6,2,,AC,,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
1107,2.0,1,2,1,110.0,DC,2000.0,525.0,DCTransmissionLine,BEL;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
1107,8.0,1,1,0,110.0,DC,2000.0,525.0,DCTransmissionLine,BEL;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1111,2.0,1,6,2,,DC,,,Subsea Cable,ESP;FRA;GBR,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1112,1.0,2,6,2,,AC,,400.0,Overhead Line,BGR,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
1113,1.0,2,6,2,,DC,1500.0,,Subsea Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
1117,2.0,2,6,2,,DC,500.0,330.0,Substation,EST;LVA;LTU;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,0
1118,4.0,1,6,2,0.0,AC,0.0,330.0,Compensation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1205,6.0,1,2,1,90.0,AC,0.0,400.0,ACTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
1205,4.0,2,2,0,90.0,AC,0.0,400.0,ACTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1206,2.0,1,1,0,225.0,DC,2000.0,320.0,DCTransmissionLine,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1207,2.0,1,1,0,70.0,AC,0.0,400.0,ACTransmissionLine,ESP;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1208,8.0,2,6,2,80.0,AC,0.0,400.0,ACTransmissionLine,ESP;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
1209,2.0,1,6,2,,AC,,400.0,Substation,SRB,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,0,0
1210,10.0,2,2,0,0.0,AC,0.0,400.0,OnshoreSubstation,ESP;FRA,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,0
